Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
regata-feminino-em-renda-com-bojo,Regata Corset Luxo Em Renda Com Bojo,"<p><b>Tecido</b>: Renda</p>
<p><b>Tamanhos</b>: P vestindo 36/38 - M vestindo 38/40</p>
<p><b>Medidas</b>:</p>
<p>P - Comprimento: 30cm / Busto: 68cm / Cintura: 58cm </p>
<p>M - Comprimento: 30cm / Busto: 70cm / Cintura: 60cm</p>
<p>________________________________________________________________________________________<br></p>
<p>Delicada e sofisticada, a Regata Luxo Em Renda Com Bojo é a peça ideal para compor produções modernas e cheias de estilo. Confeccionado em renda de alta qualidade, possui bojo estruturado que proporciona melhor sustentação e valoriza o busto. O design com recortes marcados, alças finas reguláveis e acabamento em renda traz um toque romântico e elegante, perfeito para diversas ocasiões.</p>
<p>Versátil, combina facilmente com jeans, saias, shorts ou peças de alfaiataria, criando looks que vão do casual ao sofisticado.</p>
<p><b>Destaques do produto:</b></p>
<ul>
<li>Renda delicada e elegante</li>
<li>Bojo estruturado para maior sustentação</li>
<li>Alças finas com regulagem</li>
<li>Modelagem que valoriza a silhueta</li>
<li>Acabamento em renda</li>
<li>Ideal para compor looks casuais e noturnos</li>
</ul>
<table height=""30""></table>",VESTIDOS,Sem categoria,"","",true,Cor,Branco,,Tamanho,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,1,"",false,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,active
regata-feminino-em-renda-com-bojo,,,,,,,,,Branco,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,2,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Branco,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,3,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Branco,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,4,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Branco,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Branco,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753225090_18122631268692490_8950782146721076647_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Bege,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/753396808_18122631283692490_7168493273426489505_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Preto,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/752822686_18122631259692490_5562814656449985736_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
regata-feminino-em-renda-com-bojo,,,,,,,,,Marrom,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,59.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/754561232_18122631250692490_7226213582233235679_n.jpg?v=1787587655,kg,,,
jaqueta-corta-vento-fashion-lancamento,Jaqueta Corta Vento Fashion - LANÇAMENTO,"<table height=""30""></table>
<p> </p>
<p><span>Encare os ventos com estilo e proteção! Esta </span><b>jaqueta corta-vento</b><span> foi desenvolvida para oferecer conforto e praticidade em seus dias. Possui abertura frontal com zíper, punhos e barra com elástico para melhor ajuste ao corpo, além de capuz integrado que garante proteção extra contra o vento e a chuva leve. Com bolsos laterais funcionais, ela é perfeita para o dia a dia, caminhadas ou atividades ao ar livre. Leve, compacta e versátil, essa jaqueta combina desempenho e estilo urbano em qualquer estação.</span><br><br><b>Tecido</b><span>: Tactel</span><br><br><b>Tamanho</b><span>: P vestindo 36/ M vestindo 38 / G vestindo 40 / GG vestindo 42.</span><br><br><b>Medidas</b><span>:</span><br><br><span>P comprimento: 55cm / largura: 84cm / manga: 59cm</span><br><br><span>M comprimento: 56cm / largura: 90cm / manga: 60cm</span><br><br><span>G comprimento: 57cm / largura: 92 cm / manga: 61cm</span><br><br><span>GG comprimento: 62cm / largura: 100cm / manga: 63cm</span></p>",VESTIDOS,Sem categoria,"","",true,Cor,Preto,,Tamanho,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/ea064519-3e4a-494f-94a7-fda2278288d7_600x800_fill_ffffff.jpg?v=1787586826,1,"",false,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,active
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Preto,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,2,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Preto,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/b1805527-421b-40b8-b459-8dceeadefbcc_600x800_fill_ffffff.jpg?v=1787586826,3,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Preto,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,4,"",,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Preto,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Preto,,,EXG - ( 50 a 52 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/938a0a30-669d-47b7-ba6e-9752b77e9bdb_1600x2000_fill_ffffff.jpg?v=1787586827,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,PP - ( 32 a 34 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,P - ( 34 a 36 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,M - ( 38 a 40 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,G - ( 42 a 44 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
jaqueta-corta-vento-fashion-lancamento,,,,,,,,,Verde,,,GG - ( 46 a 48 ),,,,,,0.0,,0,deny,manual,49.99,109.80,true,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0759/9698/7590/files/img-2728_600x800_fill_ffffff.jpg?v=1787586826,kg,,,
